location,latitude,longitude,area,bhk,bathrooms,parking,property_age,furnishing,property_type,price,city,source_id
Dlf Phase 5,28.503445,77.0952048,1650.0,4,5.0,,2,Semifurnished,Apartment,62000000.0,Gurgaon,Y71171896
Dlf Phase 5,28.503445,77.0952048,1664.0,4,5.0,,2,Semifurnished,Apartment,51000000.0,Gurgaon,T71171744
Dlf Phase 5,28.503445,77.0952048,1650.0,4,5.0,,2,Semifurnished,Apartment,58000000.0,Gurgaon,R71171640
Sector 104 Gurgaon,28.4795324,76.9937197,735.0,3,2.0,,5,Semifurnished,Apartment,2812000.0,Gurgaon,R63062684
Sector 104 Gurgaon,28.4795324,76.9937197,860.0,3,2.0,,5,Semifurnished,Apartment,2800000.0,Gurgaon,Z68224158
Sector 48 Gurgaon,28.4104903,77.0394627,1650.0,5,7.0,,2,Semifurnished,Apartment,40000000.0,Gurgaon,Z68430628
Dlf Phase 3,28.4919048,77.0937804,1650.0,5,5.0,,1,Semifurnished,Apartment,158000000.0,Gurgaon,O71600816
Sector 70A Gurgaon,28.3846684,77.0220391,1650.0,3,3.0,,6,Semifurnished,Apartment,19000000.0,Gurgaon,F71709732
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,3,3.0,,1,Semifurnished,Apartment,35000000.0,Gurgaon,W71708200
Sector 92 Gurgaon,28.4089049,76.9155232,1650.0,3,3.0,,1,Semifurnished,Apartment,15000000.0,Gurgaon,B71708092
Sector 93 Gurgaon,28.4156048,76.931638,1205.0,3,3.0,,5,Semifurnished,Apartment,15000000.0,Gurgaon,I71708056
Sector 82 Gurgaon,28.3932827,76.9545277,1650.0,3,3.0,,2,Semifurnished,Apartment,12000000.0,Gurgaon,O71708044
Sector 37D Gurgaon,28.4480039,76.9697682,1650.0,3,3.0,,6,Semifurnished,Apartment,12500000.0,Gurgaon,N71707966
Sector 77 Gurgaon,28.3832337,76.982557,1177.0,3,4.0,,2,Semifurnished,Apartment,13000000.0,Gurgaon,X71707860
Sector 85 Gurgaon,28.3985762,76.9547447,1650.0,3,4.0,,1,Semifurnished,Apartment,23000000.0,Gurgaon,J71707788
Sector 81 Gurgaon,28.3873647,76.9475835,1650.0,3,4.0,,1,Semifurnished,Apartment,22000000.0,Gurgaon,F71707754
Sector 22 Gurgaon,28.4947315,77.0691703,1650.0,3,5.0,,1,Semifurnished,Apartment,50000000.0,Gurgaon,X71667840
Sector 81 Gurgaon,28.3873647,76.9475835,1650.0,3,4.0,,6,Semifurnished,Apartment,25000000.0,Gurgaon,S71667778
Sector 104 Gurgaon,28.4795324,76.9937197,1650.0,3,4.0,,1,Semifurnished,Apartment,30000000.0,Gurgaon,A71667680
Nirvana Country,28.4150509,77.0642955,2700.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,27000000.0,Gurgaon,M71568710
Sector 54 Gurgaon,28.433569,77.1055815,1750.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,18800000.0,Gurgaon,V71547524
Sector 52 Gurgaon,28.4368166,77.0795276,1950.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,17700000.0,Gurgaon,U71541338
Sector 65 Gurgaon,28.4030162,77.0695893,2000.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,18500000.0,Gurgaon,F71541220
Dlf Phase 4,28.4919048,77.0937804,2300.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,51510000.0,Gurgaon,G63011088
Dlf Phase 3,28.4919048,77.0937804,1650.0,4,5.0,,6,Semifurnished,Independent/Builder Floor,56500000.0,Gurgaon,R71494786
Sector 37D Gurgaon,28.4480039,76.9697682,1050.0,3,2.0,,5,Semifurnished,Apartment,10200000.0,Gurgaon,B65310330
Block K South City 1,28.4521251,77.0631645,3240.00000000032,4,4.0,,1,Semifurnished,Independent/Builder Floor,40000000.0,Gurgaon,O69895694
Sector 89 Gurgaon,28.4184455,76.9457567,1909.0,4,4.0,,1,Semifurnished,Apartment,15000000.0,Gurgaon,Q70094262
Sector 103 Gurgaon,28.493087,76.9866453,1358.0,3,4.0,,1,Semifurnished,Apartment,11543000.0,Gurgaon,K68612264
Sector 85 Gurgaon,28.3985762,76.9547447,1650.0,2,2.0,,6,Semifurnished,Apartment,13000000.0,Gurgaon,A70426844
Dlf Phase 3,28.4919048,77.0937804,2500.0,3,3.0,,2,Semifurnished,Apartment,39500000.0,Gurgaon,U69808126
Sector 63 Gurgaon,28.3964476,77.086498,1650.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,28500000.0,Gurgaon,H71457884
Sector 113 Gurgaon,28.5286649,77.0250282,1650.0,3,4.0,,1,Semifurnished,Apartment,31500000.0,Gurgaon,N71384494
Palam Vihar,28.4983353,77.0203007,1650.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,24000000.0,Gurgaon,O69235958
Palam Vihar,28.4983353,77.0203007,1678.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,21300000.0,Gurgaon,B69237176
Sector 37D Gurgaon,28.4480039,76.9697682,1650.0,3,3.0,,1,Semifurnished,Apartment,7500000.0,Gurgaon,I71094924
Sector 63 Gurgaon,28.3964476,77.086498,3950.0,3,3.0,,5,Semifurnished,Apartment,77000000.0,Gurgaon,L71087420
Sector 37D Gurgaon,28.4480039,76.9697682,3200.0,3,3.0,,0,Semifurnished,Apartment,22000000.0,Gurgaon,L71050334
Sector 104 Gurgaon,28.4795324,76.9937197,1712.0,3,3.0,,1,Unfurnished,Apartment,25000000.0,Gurgaon,B70973420
Sector 108 Gurgaon,28.5128994,76.9823615,2003.0,3,2.0,,1,Unfurnished,Apartment,19800000.0,Gurgaon,B70835554
Sector 60 Gurgaon,28.3985617,77.0978276,1050.0,2,2.0,,1,Semifurnished,Apartment,20000000.0,Gurgaon,X46141947
Sector 53 Gurgaon,28.4487856,77.0988212,1650.0,3,4.0,,2,Semifurnished,Apartment,55000000.0,Gurgaon,E71609242
Sector 48 Gurgaon,28.4104903,77.0394627,1650.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,17500000.0,Gurgaon,E71413404
Sector 42 Gurgaon,28.4487856,77.0988212,6400.0,4,4.0,,2,Semifurnished,Apartment,300000000.0,Gurgaon,T69993062
Sector 42 Gurgaon,28.4487856,77.0988212,6400.0,4,4.0,,2,Semifurnished,Apartment,320000000.0,Gurgaon,K69993126
Sector 108 Gurgaon,28.5128994,76.9823615,1140.98,3,4.0,,1,Semifurnished,Apartment,18500000.0,Gurgaon,S64291068
Sector 109 Gurgaon,28.5109205,77.0065956,1650.0,4,3.0,,1,Semifurnished,Apartment,16800000.0,Gurgaon,P58857756
Sector 42 Gurgaon,28.4487856,77.0988212,7400.0,4,4.0,,2,Semifurnished,Apartment,450000000.0,Gurgaon,M69993222
Sector 53 Gurgaon,28.4487856,77.0988212,1650.0,4,4.0,,3,Semifurnished,Apartment,59500000.0,Gurgaon,S68729098
Sector 53 Gurgaon,28.4487856,77.0988212,1650.0,3,4.0,,2,Semifurnished,Apartment,40500000.0,Gurgaon,Y69412448
Sector 53 Gurgaon,28.4487856,77.0988212,1650.0,3,4.0,,2,Semifurnished,Apartment,39500000.0,Gurgaon,W69412636
Sector 82 Gurgaon,28.3932827,76.9545277,928.0,2,2.0,,2,Semifurnished,Independent/Builder Floor,7000000.0,Gurgaon,O70882302
Sector 53 Gurgaon,28.4487856,77.0988212,1650.0,3,4.0,,3,Semifurnished,Apartment,55000000.0,Gurgaon,J70340828
Sector 53 Gurgaon,28.4487856,77.0988212,1650.0,3,4.0,,3,Semifurnished,Apartment,43500000.0,Gurgaon,N70339400
Sector 53 Gurgaon,28.4487856,77.0988212,2725.0,3,4.0,,3,Semifurnished,Apartment,40500000.0,Gurgaon,W70339180
Sector 53 Gurgaon,28.4487856,77.0988212,1650.0,3,4.0,,3,Semifurnished,Apartment,39000000.0,Gurgaon,K70339014
Sector 70 Gurgaon,28.3947261,77.0223138,1650.0,4,5.0,,2,Semifurnished,Apartment,23300000.0,Gurgaon,Y71720768
Sector 79 Gurgaon,28.4618719,77.05688,867.24,3,3.0,,6,Semifurnished,Apartment,16500000.0,Gurgaon,Q71715820
Sector 79 Gurgaon,28.4618719,77.05688,867.24,3,3.0,,6,Semifurnished,Apartment,17000000.0,Gurgaon,V71715622
Sector 83 Gurgaon,28.3963578,76.9654747,1650.0,3,3.0,,1,Semifurnished,Apartment,15500000.0,Gurgaon,N71704906
Sector 81 Gurgaon,28.3873647,76.9475835,894.0,2,2.0,,1,Semifurnished,Apartment,11000000.0,Gurgaon,C71704074
Sector 65 Gurgaon,28.4030162,77.0695893,1536.0,4,4.0,,1,Unknown,Apartment,59800000.0,Gurgaon,C71701306
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,4,4.0,,1,Semifurnished,Apartment,38500000.0,Gurgaon,E71693354
Sector 65 Gurgaon,28.4030162,77.0695893,3300.0,5,4.0,,1,Semifurnished,Apartment,126000000.0,Gurgaon,B71649304
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,4,6.0,,6,Semifurnished,Apartment,127500000.0,Gurgaon,Y48228689
Sector 70A Gurgaon,28.3846684,77.0220391,1650.0,3,3.0,,1,Semifurnished,Apartment,20000000.0,Gurgaon,Z71638932
Sector 70 Gurgaon,28.3947261,77.0223138,1650.0,2,2.0,,6,Unknown,Apartment,12999999.0,Gurgaon,W71638418
Sector 70 Gurgaon,28.3947261,77.0223138,1161.0,3,5.0,,6,Semifurnished,Apartment,16999999.0,Gurgaon,Q71630582
Sector 70 Gurgaon,28.3947261,77.0223138,1650.0,3,4.0,,2,Semifurnished,Apartment,20000000.0,Gurgaon,L71604886
Sector 70 Gurgaon,28.3947261,77.0223138,1650.0,3,3.0,,6,Semifurnished,Apartment,12999999.0,Gurgaon,P71603938
Sector 70 Gurgaon,28.3947261,77.0223138,1650.0,3,4.0,,6,Semifurnished,Apartment,14999999.0,Gurgaon,I71600710
Sector 59 Gurgaon,28.4030162,77.1066682,2295.0,3,4.0,,6,Semifurnished,Apartment,41800000.0,Gurgaon,L71593388
Sector 59 Gurgaon,28.4030162,77.1066682,1650.0,3,4.0,,6,Semifurnished,Apartment,41500000.0,Gurgaon,L71592994
Sector 59 Gurgaon,28.4030162,77.1066682,1650.0,3,3.0,,6,Semifurnished,Apartment,39000000.0,Gurgaon,S71592696
Sector 59 Gurgaon,28.4030162,77.1066682,1650.0,3,3.0,,6,Semifurnished,Apartment,43200000.0,Gurgaon,R71592556
Sector 59 Gurgaon,28.4030162,77.1066682,1650.0,3,3.0,,6,Semifurnished,Apartment,43000000.0,Gurgaon,B71592514
Gwal Pahari,28.4326344,77.1480585,1650.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,14400000.0,Gurgaon,L70457918
Gwal Pahari,28.4326344,77.1480585,1650.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,14200000.0,Gurgaon,S70458408
Gwal Pahari,28.4326344,77.1480585,1650.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,14000000.0,Gurgaon,W70458662
Sector 70 Gurgaon,28.3947261,77.0223138,889.0,3,3.0,,2,Unfurnished,Apartment,14000000.0,Gurgaon,T71568658
Sector 26 Gurgaon,28.4779375,77.1032425,3000.0,4,5.0,,6,Semifurnished,Independent/Builder Floor,70000000.0,Gurgaon,M70174586
Sector 85 Gurgaon,28.3985762,76.9547447,1650.0,2,2.0,,5,Semifurnished,Apartment,13500000.0,Gurgaon,P71515834
Sector 54 Gurgaon,28.433569,77.1055815,1650.0,4,4.0,,2,Semifurnished,Apartment,110000000.0,Gurgaon,C71515114
Sector 83 Gurgaon,28.3963578,76.9654747,590.4,1,1.0,,1,Semifurnished,Apartment,5800000.0,Gurgaon,E71507600
Sector 83 Gurgaon,28.3963578,76.9654747,1650.0,2,2.0,,1,Unknown,Apartment,7000000.0,Gurgaon,F71507458
Sector-33 Sohna,28.3241636,77.0848644,1200.0,2,2.0,,5,Semifurnished,Apartment,12500000.0,Gurgaon,H71499578
Sector-33 Sohna,28.3241636,77.0848644,1411.0,3,4.0,,5,Unknown,Apartment,18600000.0,Gurgaon,T71453904
Sector 90 Gurgaon,28.4069974,76.9365562,1315.0,4,4.0,,1,Semifurnished,Apartment,17500000.0,Gurgaon,U71423972
Sector 82 Gurgaon,28.3932827,76.9545277,1650.0,5,6.0,,1,Semifurnished,Apartment,40000000.0,Gurgaon,R71386512
Sector 66 Gurgaon,28.3974292,77.0538823,1650.0,4,5.0,,2,Semifurnished,Apartment,32500000.0,Gurgaon,G71352082
Sector 90 Gurgaon,28.4069974,76.9365562,1800.0,4,4.0,,1,Semifurnished,Apartment,19000000.0,Gurgaon,F71343942
Sector 65 Gurgaon,28.4030162,77.0695893,1950.0,4,4.0,,1,Semifurnished,Apartment,32500000.0,Gurgaon,W71335720
Sector 62 Gurgaon,28.407697,77.0823781,1400.0,2,2.0,,5,Semifurnished,Apartment,17000000.0,Gurgaon,N70105954
Sector 106 Gurgaon,28.5060806,76.9967796,2750.0,4,4.0,,5,Semifurnished,Apartment,36000000.0,Gurgaon,J71120868
Sector 66 Gurgaon,28.3974292,77.0538823,1600.0,3,4.0,,1,Semifurnished,Apartment,21000000.0,Gurgaon,U64393108
Sector 30 Gurgaon,28.4618719,77.05688,4500.0,5,5.0,,2,Semifurnished,Apartment,82500000.0,Gurgaon,S71064118
Sector 72 Gurgaon,28.3943815,77.032363,1650.0,3,3.0,,1,Semifurnished,Apartment,32500000.0,Gurgaon,Y71009542
Sector 30 Gurgaon,28.4618719,77.05688,2400.0,4,6.0,,2,Semifurnished,Apartment,45000000.0,Gurgaon,A70967772
Sector 79 Gurgaon,28.4618719,77.05688,1650.0,3,4.0,,6,Semifurnished,Apartment,24500000.0,Gurgaon,H70909698
Sector 72 Gurgaon,28.3943815,77.032363,1650.0,4,5.0,,2,Semifurnished,Apartment,37000000.0,Gurgaon,C70480754
Sector 73 Gurgaon,28.4088081,77.0161691,2600.0,4,4.0,,5,Unfurnished,Independent/Builder Floor,50000000.0,Gurgaon,B69664478
Sector 73 Gurgaon,28.4088081,77.0161691,2600.0,4,4.0,,5,Unfurnished,Independent/Builder Floor,47500000.0,Gurgaon,S69664384
Sector 88A Gurgaon,28.4337898,76.9539433,1650.0,2,2.0,,5,Semifurnished,Apartment,4450000.0,Gurgaon,R71354594
Sector 88A Gurgaon,28.4337898,76.9539433,1650.0,2,2.0,,5,Semifurnished,Apartment,4400000.0,Gurgaon,E71354410
Sector 49 Gurgaon,28.4127374,77.0555164,2500.0,4,4.0,,2,Semifurnished,Apartment,26000000.0,Gurgaon,G71173718
Sector 90 Gurgaon,28.4069974,76.9365562,1650.0,3,3.0,,1,Semifurnished,Apartment,12499999.0,Gurgaon,F70191854
Sector 49 Gurgaon,28.4127374,77.0555164,1845.0,3,4.0,,1,Semifurnished,Apartment,27500000.0,Gurgaon,W71548762
Sector 51 Gurgaon,28.4287011,77.0666877,2665.0,3,4.0,,5,Unfurnished,Independent/Builder Floor,27000000.0,Gurgaon,P71350798
Sector 92 Gurgaon,28.4089049,76.9155232,1002.0,3,2.0,,5,Semifurnished,Independent/Builder Floor,10044500.0,Gurgaon,Y66927606
Sector 113 Gurgaon,28.5286649,77.0250282,1155.0,3,3.0,,5,Semifurnished,Apartment,26565000.0,Gurgaon,W67012972
Sector 113 Gurgaon,28.5286649,77.0250282,945.0,2,2.0,,5,Semifurnished,Apartment,19035000.0,Gurgaon,T67008566
Sector 49 Gurgaon,28.4127374,77.0555164,2380.0,3,4.0,,2,Semifurnished,Apartment,31000000.0,Gurgaon,E70986794
Sector 63 Gurgaon,28.3964476,77.086498,1627.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,39500000.0,Gurgaon,I68648708
Sector 74 Gurgaon,28.4110081,77.0101209,1139.2,2,2.0,,6,Semifurnished,Apartment,17800000.0,Gurgaon,M71749560
Sector 72 Gurgaon,28.3943815,77.032363,1530.0,3,4.0,,1,Semifurnished,Apartment,35000000.0,Gurgaon,E71658404
Sector 72 Gurgaon,28.3943815,77.032363,1650.0,4,5.0,,1,Semifurnished,Apartment,49500000.0,Gurgaon,R71658062
Sector 74 Gurgaon,28.4110081,77.0101209,1132.0,2,2.0,,6,Semifurnished,Apartment,16900000.0,Gurgaon,B71497554
Sector 67A Gurgaon,28.4618719,77.05688,860.0,2,2.0,,6,Semifurnished,Apartment,17000000.0,Gurgaon,D71156170
Sector 71 Gurgaon,28.3950557,77.0314336,1650.0,2,2.0,,2,Semifurnished,Apartment,8000000.0,Gurgaon,A71076184
Sector 71 Gurgaon,28.3950557,77.0314336,1650.0,4,4.0,,2,Semifurnished,Apartment,13000000.0,Gurgaon,C71076136
Sector 106 Gurgaon,28.5060806,76.9967796,1650.0,3,3.0,,5,Semifurnished,Apartment,24700000.0,Gurgaon,O71520648
Sushant Lok Phase 1,28.4545693,77.0826249,2700.00000000027,4,4.0,,6,Semifurnished,Independent/Builder Floor,31000000.0,Gurgaon,I71271714
Sector 3 Gurgaon,28.4944483,77.0985008,1650.0,4,4.0,,5,Semifurnished,Apartment,22500000.0,Gurgaon,X71213906
Sector 57 Gurgaon,28.4232478,77.0804487,1836.00000000018,3,3.0,,1,Semifurnished,Independent/Builder Floor,17900000.0,Gurgaon,B70730710
Sushant Lok Phase 2,28.464228,77.076724,2160.00000000021,3,3.0,,1,Semifurnished,Independent/Builder Floor,18900000.0,Gurgaon,V70730602
Sector 57 Gurgaon,28.4232478,77.0804487,3078.0000000003,4,4.0,,1,Semifurnished,Independent/Builder Floor,21900000.0,Gurgaon,A69807932
Sector 57 Gurgaon,28.4232478,77.0804487,3078.0000000003,4,4.0,,1,Semifurnished,Independent/Builder Floor,22900000.0,Gurgaon,Z69143808
Sushant Lok Phase 1,28.4545693,77.0826249,1700.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,21900000.0,Gurgaon,X69139286
Sector 57 Gurgaon,28.4232478,77.0804487,3078.0000000003,4,4.0,,1,Semifurnished,Independent/Builder Floor,21900000.0,Gurgaon,Z68832356
Sushant Lok Phase 2,28.464228,77.076724,1450.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,17900000.0,Gurgaon,Q68749414
Sushant Lok Phase 2,28.464228,77.076724,1450.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,16900000.0,Gurgaon,F68749260
Sushant Lok Phase 2,28.464228,77.076724,4050.0000000004,4,4.0,,6,Semifurnished,Independent/Builder Floor,35000000.0,Gurgaon,B68649548
Nirvana Country,28.4150509,77.0642955,2750.0,4,4.0,,2,Semifurnished,Apartment,40000000.0,Gurgaon,B71464828
Nirvana Country,28.4150509,77.0642955,2250.0,3,4.0,,2,Semifurnished,Apartment,32800000.0,Gurgaon,S71460758
Sector 81 Gurgaon,28.3873647,76.9475835,1650.0,4,4.0,,1,Semifurnished,Apartment,35000000.0,Gurgaon,P71787018
Sector 81 Gurgaon,28.3873647,76.9475835,1650.0,4,4.0,,1,Semifurnished,Apartment,37500000.0,Gurgaon,E71753558
Sector 81 Gurgaon,28.3873647,76.9475835,1650.0,4,6.0,,1,Semifurnished,Apartment,42700000.0,Gurgaon,M71556696
Sector 85 Gurgaon,28.3985762,76.9547447,1650.0,2,2.0,,1,Semifurnished,Apartment,12000000.0,Gurgaon,O71539034
Sector 81 Gurgaon,28.3873647,76.9475835,1700.0,3,4.0,,1,Semifurnished,Apartment,25500000.0,Gurgaon,O71538710
Sector 81 Gurgaon,28.3873647,76.9475835,1650.0,3,4.0,,1,Semifurnished,Apartment,25700000.0,Gurgaon,Z71538598
Dlf Phase 2,28.483901,77.0846097,5000.0,4,4.0,,2,Semifurnished,Apartment,80000000.0,Gurgaon,Y68308854
Sector 74 Gurgaon,28.4110081,77.0101209,1650.0,3,3.0,,6,Semifurnished,Apartment,25300000.0,Gurgaon,E71518542
Sector 74 Gurgaon,28.4110081,77.0101209,1650.0,2,2.0,,6,Semifurnished,Apartment,16300000.0,Gurgaon,J71518104
Sector 65 Gurgaon,28.4030162,77.0695893,1750.0,4,3.0,,1,Semifurnished,Independent/Builder Floor,25000000.0,Gurgaon,V71515892
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,24000000.0,Gurgaon,Z71474346
Sector 65 Gurgaon,28.4030162,77.0695893,1750.0,4,3.0,,6,Semifurnished,Independent/Builder Floor,24000000.0,Gurgaon,A71458060
Sector 65 Gurgaon,28.4030162,77.0695893,1380.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,18000000.0,Gurgaon,M71457994
Nirvana Country,28.4150509,77.0642955,2880.00000000028,4,4.0,,1,Semifurnished,Independent/Builder Floor,37500000.0,Gurgaon,V71417294
Sector 62 Gurgaon,28.407697,77.0823781,1000.0,2,2.0,,6,Semifurnished,Apartment,24500000.0,Gurgaon,N71416070
Sohna,28.3241636,77.0848644,849.0,2,2.0,,5,Semifurnished,Apartment,10490400.0,Gurgaon,D70178170
Sector-35 Sohna,28.3241636,77.0848644,769.84,3,3.0,,5,Semifurnished,Apartment,7271600.0,Gurgaon,X70179828
Sector 43 Gurgaon,28.4487856,77.0988212,1600.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,19000000.0,Gurgaon,I71191150
Sector 103 Gurgaon,28.493087,76.9866453,1650.0,4,5.0,,2,Unknown,Apartment,15500000.0,Gurgaon,A71177042
Sector 104 Gurgaon,28.4795324,76.9937197,1650.0,4,4.0,,1,Semifurnished,Apartment,30000000.0,Gurgaon,G71174870
Sector 43 Gurgaon,28.4487856,77.0988212,2200.0,4,3.0,,6,Semifurnished,Independent/Builder Floor,22000000.0,Gurgaon,U71103910
Sector 89 A Gurgaon,28.4184455,76.9457567,1650.0,3,4.0,,5,Unknown,Apartment,17000000.0,Gurgaon,C71031578
Sector 54 Gurgaon,28.433569,77.1055815,2200.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,20000000.0,Gurgaon,Y70801320
Sector 55 Gurgaon,28.4274166,77.1097538,2200.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,20000000.0,Gurgaon,C70801258
Sector 56 Gurgaon,28.4252244,77.0992377,2200.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,20000000.0,Gurgaon,Z70801164
Sohna,28.3241636,77.0848644,784.0,2,2.0,,1,Semifurnished,Apartment,10200000.0,Gurgaon,R69555996
Sector 102 Gurgaon,28.4754872,76.9711747,2130.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,16000000.0,Gurgaon,P71796746
Sector 110 Gurgaon,28.5069625,77.018321,2250.0,4,5.0,,1,Semifurnished,Apartment,32500000.0,Gurgaon,C71782494
Sector 66 Gurgaon,28.3974292,77.0538823,2410.0,4,4.0,,1,Semifurnished,Apartment,35000000.0,Gurgaon,D71747226
Sector 66 Gurgaon,28.3974292,77.0538823,1650.0,4,4.0,,1,Semifurnished,Apartment,62000000.0,Gurgaon,Q71746556
Sector 66 Gurgaon,28.3974292,77.0538823,1650.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,36000000.0,Gurgaon,E71746380
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,23000000.0,Gurgaon,B71742520
Sector 3 Gurgaon,28.4944483,77.0985008,2650.0,4,4.0,,5,Semifurnished,Apartment,24000000.0,Gurgaon,N71676316
Sector 67A Gurgaon,28.4618719,77.05688,1650.0,3,4.0,,6,Semifurnished,Apartment,20500000.0,Gurgaon,L71667360
Sector 66 Gurgaon,28.3974292,77.0538823,1650.0,3,3.0,,1,Semifurnished,Apartment,33000000.0,Gurgaon,V71663396
Sector 66 Gurgaon,28.3974292,77.0538823,1650.0,3,3.0,,1,Semifurnished,Apartment,35000000.0,Gurgaon,B71662992
Sector 65 Gurgaon,28.4030162,77.0695893,3600.00000000036,4,4.0,,1,Unfurnished,Independent/Builder Floor,44500000.0,Gurgaon,R71662586
Sector 57 Gurgaon,28.4232478,77.0804487,1600.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,13000000.0,Gurgaon,T71625234
Sector 76 Gurgaon,28.3910112,76.9900243,1672.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,16500000.0,Gurgaon,L71617412
Sector 57 Gurgaon,28.4232478,77.0804487,1400.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,11500000.0,Gurgaon,S71612122
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,3,4.0,,1,Semifurnished,Independent/Builder Floor,23500000.0,Gurgaon,C71591236
Sector 63A Gurgaon,28.4618719,77.05688,1650.0,2,2.0,,5,Semifurnished,Apartment,17300000.0,Gurgaon,W71591132
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,3,4.0,,6,Semifurnished,Apartment,43500000.0,Gurgaon,X71585298
Sushant Lok Phase 2,28.464228,77.076724,2160.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,19000000.0,Gurgaon,X71584658
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,36500000.0,Gurgaon,A71584090
Sector 48 Gurgaon,28.4104903,77.0394627,1650.0,5,6.0,,6,Semifurnished,Independent/Builder Floor,39000000.0,Gurgaon,I71583340
Sector 83 Gurgaon,28.3963578,76.9654747,1650.0,3,3.0,,1,Unfurnished,Apartment,19000000.0,Gurgaon,O71489908
Sector 65 Gurgaon,28.4030162,77.0695893,3600.00000000036,4,4.0,,6,Semifurnished,Independent/Builder Floor,45000000.0,Gurgaon,C71475934
Sector 91 Gurgaon,28.4007588,76.9210802,2250.0,3,3.0,,1,Semifurnished,Apartment,33000000.0,Gurgaon,I71453040
Sector 54 Gurgaon,28.433569,77.1055815,2800.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,42500000.0,Gurgaon,A71390586
Sector 57 Gurgaon,28.4232478,77.0804487,2000.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,16500000.0,Gurgaon,F71385856
Sohna,28.3241636,77.0848644,531.0,2,2.0,,6,Semifurnished,Apartment,3900000.0,Gurgaon,G71385308
Sector 60 Gurgaon,28.3985617,77.0978276,1650.0,2,2.0,,2,Semifurnished,Apartment,24500000.0,Gurgaon,F71372538
Sector 60 Gurgaon,28.3985617,77.0978276,1650.0,2,2.0,,1,Semifurnished,Apartment,21500000.0,Gurgaon,K71372230
Sector 66 Gurgaon,28.3974292,77.0538823,1650.0,4,4.0,,1,Semifurnished,Apartment,44000000.0,Gurgaon,S71273538
Sohna,28.3241636,77.0848644,1081.0,3,2.0,,6,Semifurnished,Independent/Builder Floor,7500000.0,Gurgaon,F71243928
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,34000000.0,Gurgaon,A71237772
Sector 60 Gurgaon,28.3985617,77.0978276,1650.0,3,3.0,,2,Semifurnished,Apartment,32000000.0,Gurgaon,Z71213492
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,4,4.0,,1,Semifurnished,Apartment,30000000.0,Gurgaon,P71160456
Sector 65 Gurgaon,28.4030162,77.0695893,1700.0,4,4.0,,2,Semifurnished,Apartment,34000000.0,Gurgaon,B71157952
Sohna,28.3241636,77.0848644,745.0,2,2.0,,6,Semifurnished,Independent/Builder Floor,4900000.0,Gurgaon,L70850912
Sector 70A Gurgaon,28.3846684,77.0220391,2100.0,4,3.0,,6,Unfurnished,Independent/Builder Floor,18000000.0,Gurgaon,L70806540
Palam Vihar,28.4983353,77.0203007,3150.0,4,5.0,,1,Semifurnished,Independent/Builder Floor,42000000.0,Gurgaon,U70684794
Dlf Phase 1,28.4765171,77.090194,1650.0,4,5.0,,6,Semifurnished,Independent/Builder Floor,60900000.0,Gurgaon,H71746110
