location,latitude,longitude,area,bhk,bathrooms,parking,property_age,furnishing,property_type,price,city,source_id
Sector 2 Gurgaon,28.5090499,77.0342831,1154.0,2,2.0,,3,Semifurnished,Apartment,7600000.0,Gurgaon,I70947358
Sector 82 Gurgaon,28.3932827,76.9545277,2750.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,26000000.0,Gurgaon,Y70685060
Sector 84 Gurgaon,28.4035469,76.9677894,1650.0,3,3.0,,1,Semifurnished,Apartment,13400000.0,Gurgaon,B71333932
Sector 102 Gurgaon,28.4754872,76.9711747,1000.0,2,2.0,,1,Semifurnished,Apartment,14500000.0,Gurgaon,G71292920
Sector 81 Gurgaon,28.3873647,76.9475835,1650.0,4,4.0,,1,Semifurnished,Apartment,38000000.0,Gurgaon,L71173818
Sector 113 Gurgaon,28.5286649,77.0250282,1650.0,3,3.0,,6,Semifurnished,Apartment,34800000.0,Gurgaon,F68953504
Sector 112 Gurgaon,28.5203402,77.0188612,1650.0,3,5.0,,1,Semifurnished,Apartment,45000000.0,Gurgaon,X68659560
Sector 111 Gurgaon,28.5222773,77.0336203,1650.0,4,4.0,,5,Unfurnished,Apartment,37900000.0,Gurgaon,B67956872
Sector 111 Gurgaon,28.5222773,77.0336203,1650.0,4,4.0,,5,Unfurnished,Apartment,32900000.0,Gurgaon,P67956088
Sector 111 Gurgaon,28.5222773,77.0336203,1650.0,3,3.0,,5,Unfurnished,Apartment,30900000.0,Gurgaon,U67955968
Sector 111 Gurgaon,28.5222773,77.0336203,1650.0,3,3.0,,5,Unfurnished,Apartment,29600000.0,Gurgaon,M67955582
Sector 111 Gurgaon,28.5222773,77.0336203,1650.0,3,3.0,,5,Unfurnished,Apartment,25900000.0,Gurgaon,W67954610
Sector 111 Gurgaon,28.5222773,77.0336203,1650.0,3,3.0,,5,Unfurnished,Apartment,22900000.0,Gurgaon,W67952792
Sector 108 Gurgaon,28.5128994,76.9823615,1512.05,3,5.0,,5,Semifurnished,Apartment,42100000.0,Gurgaon,Y65360120
Sector 108 Gurgaon,28.5128994,76.9823615,1280.17,3,4.0,,5,Semifurnished,Apartment,35900000.0,Gurgaon,V65358392
Sector 108 Gurgaon,28.5128994,76.9823615,848.2,2,2.0,,5,Semifurnished,Apartment,24900000.0,Gurgaon,O65354616
Sector 113 Gurgaon,28.5286649,77.0250282,1650.0,4,4.0,,5,Semifurnished,Apartment,30500000.0,Gurgaon,K65293014
Sector 113 Gurgaon,28.5286649,77.0250282,1650.0,3,3.0,,5,Semifurnished,Apartment,24800000.0,Gurgaon,P65292798
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,4,5.0,,2,Semifurnished,Apartment,67000000.0,Gurgaon,W71718910
Sector 79 Gurgaon,28.4618719,77.05688,1800.0,3,4.0,,6,Semifurnished,Apartment,21000000.0,Gurgaon,V71694726
Gwal Pahari,28.4326344,77.1480585,1650.0,4,6.0,,6,Semifurnished,Apartment,90000000.0,Gurgaon,K71665344
Sector 65 Gurgaon,28.4030162,77.0695893,1750.0,4,4.0,,2,Semifurnished,Independent/Builder Floor,26000000.0,Gurgaon,T71547440
Dlf Phase 4,28.4919048,77.0937804,1550.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,55000000.0,Gurgaon,R71505664
Sector 65 Gurgaon,28.4030162,77.0695893,1550.0,4,4.0,,2,Semifurnished,Independent/Builder Floor,25500000.0,Gurgaon,R71411638
Sector 63 Gurgaon,28.3964476,77.086498,1250.0,2,2.0,,1,Semifurnished,Apartment,10500000.0,Gurgaon,J71411328
Sector 59 Gurgaon,28.4030162,77.1066682,1624.0,3,3.0,,6,Semifurnished,Apartment,56000000.0,Gurgaon,W67719742
Sector 79 Gurgaon,28.4618719,77.05688,1650.0,3,4.0,,6,Semifurnished,Apartment,17200000.0,Gurgaon,I65959712
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,2,2.0,,5,Semifurnished,Apartment,18000000.0,Gurgaon,O68725154
Sector 83 Gurgaon,28.3963578,76.9654747,1650.0,3,3.0,,2,Semifurnished,Apartment,20000000.0,Gurgaon,F71140786
Sector 57 Gurgaon,28.4232478,77.0804487,1650.0,3,4.0,,3,Semifurnished,Apartment,26000000.0,Gurgaon,P71009932
Sector 92 Gurgaon,28.4089049,76.9155232,1650.0,4,3.0,,2,Semifurnished,Apartment,7500000.0,Gurgaon,X70991688
Dlf Phase 4,28.4919048,77.0937804,1650.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,70000000.0,Gurgaon,I70933430
Sector 67A Gurgaon,28.4618719,77.05688,1700.0,3,3.0,,1,Semifurnished,Apartment,26000000.0,Gurgaon,A70932056
Sector 48 Gurgaon,28.4104903,77.0394627,1700.0,4,4.0,,2,Semifurnished,Apartment,28500000.0,Gurgaon,B70930420
Dlf Phase 5,28.503445,77.0952048,1650.0,3,3.0,,3,Semifurnished,Apartment,21000000.0,Gurgaon,I70928066
Sector 48 Gurgaon,28.4104903,77.0394627,1650.0,4,4.0,,3,Semifurnished,Apartment,27000000.0,Gurgaon,O70927628
Sector 92 Gurgaon,28.4089049,76.9155232,1650.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,17000000.0,Gurgaon,A62529916
Sector 65 Gurgaon,28.4030162,77.0695893,1550.0,3,3.0,,1,Semifurnished,Apartment,22500000.0,Gurgaon,D68307938
Sector 67 Gurgaon,28.3864052,77.0598046,2200.0,4,5.0,,1,Semifurnished,Apartment,44000000.0,Gurgaon,Z46185039
Sector 67 Gurgaon,28.3864052,77.0598046,2100.0,3,3.0,,1,Semifurnished,Apartment,36000000.0,Gurgaon,H46011355
Sector 67 Gurgaon,28.3864052,77.0598046,1050.0,2,2.0,,1,Semifurnished,Apartment,20500000.0,Gurgaon,U46011145
Sector 90 Gurgaon,28.4069974,76.9365562,1613.0,2,2.0,,1,Semifurnished,Apartment,11800000.0,Gurgaon,R71737564
Sector 90 Gurgaon,28.4069974,76.9365562,1650.0,3,3.0,,2,Semifurnished,Apartment,13500000.0,Gurgaon,M67393852
Sector 70 Gurgaon,28.3947261,77.0223138,1520.0,3,5.0,,1,Semifurnished,Apartment,18000000.0,Gurgaon,H58498250
Sector 91 Gurgaon,28.4007588,76.9210802,1843.0,4,4.0,,1,Semifurnished,Apartment,17000000.0,Gurgaon,G71640454
Vigyan Vihar,28.6605415,77.3126204,1500.0,3,2.0,,3,Semifurnished,Apartment,13500000.0,Gurgaon,R71624198
Sector 92 Gurgaon,28.4089049,76.9155232,2050.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,16200000.0,Gurgaon,H70489012
Mayfield Garden,28.4227493,77.0705636,1850.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,14000000.0,Gurgaon,U71510188
Sector 65 Gurgaon,28.4030162,77.0695893,890.0,2,2.0,,1,Semifurnished,Apartment,14500000.0,Gurgaon,I71496900
Sector 79 Gurgaon,28.4618719,77.05688,1800.0,3,3.0,,1,Semifurnished,Apartment,18000000.0,Gurgaon,M71473538
Sector 55 Gurgaon,28.4274166,77.1097538,2100.0,4,4.0,,3,Semifurnished,Apartment,16000000.0,Gurgaon,A71456838
Sector 60 Gurgaon,28.3985617,77.0978276,921.0,2,3.0,,2,Semifurnished,Apartment,22500000.0,Gurgaon,R71447442
Sector 66 Gurgaon,28.3974292,77.0538823,1710.0,4,5.0,,1,Semifurnished,Apartment,32000000.0,Gurgaon,S70316490
Nirvana Country,28.4150509,77.0642955,3330.00000000033,4,4.0,,6,Semifurnished,Independent/Builder Floor,40000000.0,Gurgaon,L71409558
Sector 74 Gurgaon,28.4110081,77.0101209,1320.0,2,2.0,,1,Semifurnished,Apartment,16500000.0,Gurgaon,U71382354
Sector 91 Gurgaon,28.4007588,76.9210802,1650.0,4,4.0,,2,Semifurnished,Apartment,17000000.0,Gurgaon,P71366940
Sector 62 Gurgaon,28.407697,77.0823781,1710.0,3,3.0,,6,Semifurnished,Apartment,42500000.0,Gurgaon,Z69965842
Sector 57 Gurgaon,28.4232478,77.0804487,1650.0,3,3.0,,3,Semifurnished,Independent/Builder Floor,12000000.0,Gurgaon,S71331282
Vigyan Vihar,28.6605415,77.3126204,1560.0,3,2.0,,3,Semifurnished,Apartment,13500000.0,Gurgaon,G71281692
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,4,3.0,,1,Semifurnished,Independent/Builder Floor,28000000.0,Gurgaon,W71275650
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,3,3.0,,1,Semifurnished,Apartment,27500000.0,Gurgaon,T71275238
Sector 83 Gurgaon,28.3963578,76.9654747,1244.33,3,4.0,,1,Semifurnished,Apartment,19500000.0,Gurgaon,L69563442
Sector 72 Gurgaon,28.3943815,77.032363,1435.0,3,3.0,,1,Semifurnished,Apartment,33000000.0,Gurgaon,F71162528
Sector 92 Gurgaon,28.4089049,76.9155232,1650.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,15000000.0,Gurgaon,W71113622
Sector 79 Gurgaon,28.4618719,77.05688,863.91,3,3.0,,1,Semifurnished,Apartment,13000000.0,Gurgaon,L70996886
Sector 92 Gurgaon,28.4089049,76.9155232,1532.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,18500000.0,Gurgaon,N70952172
Sector 57 Gurgaon,28.4232478,77.0804487,2000.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,17500000.0,Gurgaon,Y70900502
Sector 81 Gurgaon,28.3873647,76.9475835,1650.0,3,3.0,,1,Semifurnished,Apartment,7500000.0,Gurgaon,E70707418
Sohna,28.3241636,77.0848644,597.53,2,2.0,,1,Semifurnished,Apartment,3700000.0,Gurgaon,B70596420
Dlf Phase 5,28.503445,77.0952048,1650.0,3,3.0,,3,Semifurnished,Apartment,20000000.0,Gurgaon,V70591646
Dlf Phase 5,28.503445,77.0952048,1650.0,4,4.0,,2,Semifurnished,Apartment,52500000.0,Gurgaon,M70588660
Sector 102 Gurgaon,28.4754872,76.9711747,1022.58,3,3.0,,1,Semifurnished,Apartment,16000000.0,Gurgaon,Q67478474
Palam Vihar,28.4983353,77.0203007,1565.0,2,2.0,,3,Semifurnished,Independent/Builder Floor,9500000.0,Gurgaon,V71611600
Sector 65 Gurgaon,28.4030162,77.0695893,2500.0,4,4.0,,1,Semifurnished,Apartment,42500000.0,Gurgaon,L67871124
Dlf Phase 5,28.503445,77.0952048,2200.0,3,3.0,,1,Semifurnished,Apartment,55000000.0,Gurgaon,H67895404
Sector 54 Gurgaon,28.433569,77.1055815,1983.0,3,3.0,,2,Semifurnished,Apartment,50000000.0,Gurgaon,I71390150
Sector 53 Gurgaon,28.4487856,77.0988212,1646.0,3,4.0,,5,Semifurnished,Apartment,56200000.0,Gurgaon,C71165340
Sector 66 Gurgaon,28.3974292,77.0538823,2345.0,4,5.0,,6,Semifurnished,Apartment,34500000.0,Gurgaon,H71612178
Sector 61 Gurgaon,28.4110188,77.0963685,1530.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,20137000.0,Gurgaon,I71516602
Sector 62 Gurgaon,28.407697,77.0823781,1408.0,2,2.0,,6,Semifurnished,Apartment,26000000.0,Gurgaon,T71515464
Sector 58 Gurgaon,28.4160012,77.1085564,1860.0,3,4.0,,6,Semifurnished,Apartment,42423212.0,Gurgaon,Q71505994
Sector 60 Gurgaon,28.3985617,77.0978276,1289.0,3,4.0,,6,Unfurnished,Apartment,29536362.0,Gurgaon,R71504956
Sector 60 Gurgaon,28.3985617,77.0978276,921.0,2,3.0,,6,Semifurnished,Apartment,22526262.0,Gurgaon,I71504864
Sector 76 Gurgaon,28.3910112,76.9900243,726.0,2,2.0,,6,Semifurnished,Apartment,2500000.0,Gurgaon,Z69527604
Sector 76 Gurgaon,28.3910112,76.9900243,735.0,2,2.0,,6,Semifurnished,Apartment,2590000.0,Gurgaon,N69528368
Sector 76 Gurgaon,28.3910112,76.9900243,611.92857065972,2,2.0,,6,Semifurnished,Apartment,4500000.0,Gurgaon,L69712920
Sector 65 Gurgaon,28.4030162,77.0695893,1300.0,3,4.0,,5,Semifurnished,Apartment,25340000.0,Gurgaon,W71654562
Sector 65 Gurgaon,28.4030162,77.0695893,1100.0,2,2.0,,5,Semifurnished,Apartment,16200000.0,Gurgaon,I71654150
Sector 63 Gurgaon,28.3964476,77.086498,1100.0,2,2.0,,1,Semifurnished,Apartment,13000000.0,Gurgaon,M71491742
Sector 63 Gurgaon,28.3964476,77.086498,2100.0,4,5.0,,1,Semifurnished,Apartment,18100000.0,Gurgaon,F71491608
Sector 63 Gurgaon,28.3964476,77.086498,1500.0,3,4.0,,1,Semifurnished,Apartment,18000000.0,Gurgaon,B71490608
Sector 107 Gurgaon,28.506941,76.9752137,489.0,2,2.0,,6,Semifurnished,Apartment,3200000.0,Gurgaon,E71458034
Sector 107 Gurgaon,28.506941,76.9752137,489.0,2,2.0,,6,Semifurnished,Apartment,2900000.0,Gurgaon,S71457762
Sector 62 Gurgaon,28.407697,77.0823781,2600.0,4,5.0,,1,Semifurnished,Apartment,46000000.0,Gurgaon,G71454798
Sector 61 Gurgaon,28.4110188,77.0963685,1200.0,2,2.0,,5,Semifurnished,Apartment,13000000.0,Gurgaon,D71282018
Sector 61 Gurgaon,28.4110188,77.0963685,1150.0,2,3.0,,5,Semifurnished,Apartment,13200000.0,Gurgaon,I71173698
Sector 61 Gurgaon,28.4110188,77.0963685,1200.0,2,2.0,,5,Semifurnished,Apartment,13500000.0,Gurgaon,V71173446
Sector 72 Gurgaon,28.3943815,77.032363,2500.0,4,5.0,,1,Semifurnished,Apartment,37500000.0,Gurgaon,E71173200
Sector 72 Gurgaon,28.3943815,77.032363,2500.0,4,5.0,,1,Semifurnished,Apartment,38500000.0,Gurgaon,O71171710
Sector 72 Gurgaon,28.3943815,77.032363,1800.0,4,4.0,,1,Semifurnished,Apartment,39000000.0,Gurgaon,M71171270
Sector 60 Gurgaon,28.3985617,77.0978276,2500.0,4,5.0,,1,Semifurnished,Apartment,38000000.0,Gurgaon,O71080812
Sector 67 Gurgaon,28.3864052,77.0598046,2900.0,4,4.0,,1,Semifurnished,Apartment,43000000.0,Gurgaon,Y70992650
Sector 72 Gurgaon,28.3943815,77.032363,2700.0,3,3.0,,1,Semifurnished,Apartment,37900000.0,Gurgaon,S70991956
Sector 72 Gurgaon,28.3943815,77.032363,2900.0,4,4.0,,1,Semifurnished,Apartment,39000000.0,Gurgaon,H70991770
Sector 62 Gurgaon,28.407697,77.0823781,2800.0,4,5.0,,1,Semifurnished,Apartment,51000000.0,Gurgaon,L70954374
Sector 62 Gurgaon,28.407697,77.0823781,3500.0,4,4.0,,1,Semifurnished,Apartment,72000000.0,Gurgaon,M70954192
Sector 62 Gurgaon,28.407697,77.0823781,3800.0,4,4.0,,1,Semifurnished,Apartment,74000000.0,Gurgaon,X70953970
Sector 59 Gurgaon,28.4030162,77.1066682,2009.05,4,6.0,,1,Semifurnished,Apartment,75000000.0,Gurgaon,Y70952416
Sector 59 Gurgaon,28.4030162,77.1066682,3025.0,3,3.0,,1,Semifurnished,Apartment,55000000.0,Gurgaon,A70950226
Sector 59 Gurgaon,28.4030162,77.1066682,2800.0,3,3.0,,5,Semifurnished,Apartment,65000000.0,Gurgaon,H70949426
Sector 59 Gurgaon,28.4030162,77.1066682,2595.0,3,3.0,,5,Semifurnished,Apartment,45500000.0,Gurgaon,W70948714
Sector 59 Gurgaon,28.4030162,77.1066682,1800.0,3,3.0,,5,Semifurnished,Apartment,36000000.0,Gurgaon,I70948168
Sector 88B Gurgaon,28.4420223,76.9538495,1200.0,3,3.0,,6,Semifurnished,Apartment,12800000.0,Gurgaon,W71796890
Sector 88B Gurgaon,28.4420223,76.9538495,1200.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,13000000.0,Gurgaon,X71796752
Sector 88B Gurgaon,28.4420223,76.9538495,1100.0,2,3.0,,6,Semifurnished,Apartment,9500000.0,Gurgaon,M71796578
Sector 88B Gurgaon,28.4420223,76.9538495,1100.0,2,2.0,,6,Semifurnished,Independent/Builder Floor,9000000.0,Gurgaon,P71796260
Sector 106 Gurgaon,28.5060806,76.9967796,1130.0,3,4.0,,1,Semifurnished,Apartment,13500000.0,Gurgaon,Y71795572
Sector 85 Gurgaon,28.3985762,76.9547447,1000.0,2,2.0,,5,Semifurnished,Apartment,13000000.0,Gurgaon,B71645178
Sector 89 Gurgaon,28.4184455,76.9457567,1650.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,11200000.0,Gurgaon,S66433142
Sector 92 Gurgaon,28.4089049,76.9155232,2090.0,4,4.0,,1,Semifurnished,Apartment,10500000.0,Gurgaon,I71407518
Sector 106 Gurgaon,28.5060806,76.9967796,1130.0,3,4.0,,1,Semifurnished,Apartment,14100000.0,Gurgaon,E71328366
Sector 106 Gurgaon,28.5060806,76.9967796,1130.0,3,4.0,,1,Semifurnished,Apartment,14000000.0,Gurgaon,H71327100
Sector 76 Gurgaon,28.3910112,76.9900243,1672.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,17556000.0,Gurgaon,F68039368
Sector 68 Gurgaon,28.388897,77.0459859,1283.0,3,4.0,,1,Semifurnished,Apartment,15000000.0,Gurgaon,D70370670
Sector 107 Gurgaon,28.506941,76.9752137,1650.0,4,5.0,,1,Semifurnished,Apartment,21000000.0,Gurgaon,H70834026
Sector 107 Gurgaon,28.506941,76.9752137,1650.0,3,4.0,,1,Semifurnished,Apartment,16500000.0,Gurgaon,C70833896
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,2,2.0,,1,Semifurnished,Apartment,23000000.0,Gurgaon,V70800064
Sector 57 Gurgaon,28.4232478,77.0804487,2250.0,3,4.0,,3,Semifurnished,Apartment,32000000.0,Gurgaon,R71746778
Sector 65 Gurgaon,28.4030162,77.0695893,2400.0,3,3.0,,1,Semifurnished,Apartment,61000000.0,Gurgaon,Z71746568
Sector 83 Gurgaon,28.3963578,76.9654747,928.2,2,2.0,,2,Semifurnished,Apartment,10500000.0,Gurgaon,P71638586
Sector 48 Gurgaon,28.4104903,77.0394627,1650.0,3,3.0,,3,Semifurnished,Apartment,25000000.0,Gurgaon,L71637862
Sector 86 Gurgaon,28.3981205,76.9411257,1512.0,2,2.0,,2,Semifurnished,Apartment,12000000.0,Gurgaon,P71623288
Sector 92 Gurgaon,28.4089049,76.9155232,2100.0,4,4.0,,1,Semifurnished,Apartment,23000000.0,Gurgaon,B71621836
Palam Vihar,28.4983353,77.0203007,651.0,1,1.0,,2,Semifurnished,Apartment,5610000.0,Gurgaon,B68400514
Palam Vihar,28.4983353,77.0203007,1650.0,2,2.0,,2,Semifurnished,Apartment,10200000.0,Gurgaon,Y70071924
Sector 50 Gurgaon,28.4268461,77.0584252,1650.0,3,3.0,,2,Semifurnished,Apartment,15150000.0,Gurgaon,E71446374
C Block Sushant Lok Phase 1,28.4545693,77.0826249,3762.00000000037,4,4.0,,6,Semifurnished,Independent/Builder Floor,45999999.0,Gurgaon,M71159600
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,4,4.0,,2,Semifurnished,Apartment,71560500.0,Gurgaon,L67890434
Sector 50 Gurgaon,28.4268461,77.0584252,1650.0,3,3.0,,2,Semifurnished,Apartment,19500000.0,Gurgaon,Q71018096
Palam Vihar,28.4983353,77.0203007,1650.0,2,2.0,,2,Semifurnished,Apartment,12260000.0,Gurgaon,C67646882
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,3,3.0,,6,Semifurnished,Apartment,42500000.0,Gurgaon,P71716798
Sector 95A Gurgaon,28.4690266,76.9962811,569.24,2,2.0,,6,Semifurnished,Apartment,3800000.0,Gurgaon,Q71651676
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,3,3.0,,6,Semifurnished,Apartment,40000000.0,Gurgaon,F71615162
Sector 54 Gurgaon,28.433569,77.1055815,1650.0,4,4.0,,1,Semifurnished,Apartment,110000000.0,Gurgaon,Q71604336
Sector 72 Gurgaon,28.3943815,77.032363,1650.0,4,5.0,,2,Unfurnished,Apartment,25000000.0,Gurgaon,C71604298
Sector 95A Gurgaon,28.4690266,76.9962811,515.0,2,2.0,,6,Semifurnished,Apartment,3900000.0,Gurgaon,Q71569930
Sector 61 Gurgaon,28.4110188,77.0963685,1650.0,3,3.0,,5,Semifurnished,Apartment,41000000.0,Gurgaon,V70994104
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,4,5.0,,1,Semifurnished,Apartment,26500000.0,Gurgaon,M70801798
Sector 67 Gurgaon,28.3864052,77.0598046,2450.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,18000000.0,Gurgaon,E65136098
Sector 67 Gurgaon,28.3864052,77.0598046,2350.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,17000000.0,Gurgaon,Q64892360
South City 2,28.4188806,77.0439211,1650.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,41000000.0,Gurgaon,Q64219384
Mayfield Garden,28.4227493,77.0705636,2700.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,23000000.0,Gurgaon,E64218746
Malibu Town,28.4234344,77.0468649,2800.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,33000000.0,Gurgaon,H65268850
Malibu Town,28.4234344,77.0468649,2400.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,32500000.0,Gurgaon,F62870278
Sector 67A Gurgaon,28.4618719,77.05688,2400.0,4,4.0,,5,Unfurnished,Independent/Builder Floor,19000000.0,Gurgaon,N64348984
Malibu Town,28.4234344,77.0468649,1750.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,18500000.0,Gurgaon,K65470550
Sector 102 Gurgaon,28.4754872,76.9711747,1650.0,4,4.0,,1,Semifurnished,Apartment,44400000.0,Gurgaon,I70298358
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,3,3.0,,5,Semifurnished,Apartment,39000001.0,Gurgaon,B70282608
Sector 111 Gurgaon,28.5222773,77.0336203,1650.0,4,5.0,,1,Semifurnished,Apartment,38500000.0,Gurgaon,Z61380496
Sector 103 Gurgaon,28.493087,76.9866453,1650.0,4,6.0,,2,Semifurnished,Apartment,24000000.0,Gurgaon,Q69971174
Sector 76 Gurgaon,28.3910112,76.9900243,950.0,2,2.0,,1,Semifurnished,Apartment,8500000.0,Gurgaon,E70614642
Kadarpur,28.3921393,77.061002,356.0,1,1.0,,6,Semifurnished,Apartment,3700000.0,Gurgaon,U69312126
Sector 37C Gurgaon,28.4489095,76.9880502,1600.0,3,3.0,,6,Semifurnished,Apartment,11800000.0,Gurgaon,K69422244
Sector 76 Gurgaon,28.3910112,76.9900243,590.85,2,2.0,,5,Semifurnished,Apartment,5100000.0,Gurgaon,O68861562
Sector 63A Gurgaon,28.4618719,77.05688,614.0,2,2.0,,6,Semifurnished,Apartment,5600000.0,Gurgaon,X68839102
Dlf Phase 4,28.4919048,77.0937804,950.0,2,2.0,,1,Semifurnished,Independent/Builder Floor,8500000.0,Gurgaon,A68843244
Sector 67 Gurgaon,28.3864052,77.0598046,1100.0,2,2.0,,6,Semifurnished,Independent/Builder Floor,6800000.0,Gurgaon,A69475194
Sector 63A Gurgaon,28.4618719,77.05688,590.66,2,2.0,,5,Semifurnished,Apartment,8000000.0,Gurgaon,G68818224
Sector 76 Gurgaon,28.3910112,76.9900243,1650.0,3,3.0,,1,Semifurnished,Apartment,12500000.0,Gurgaon,H70211876
Sector 70A Gurgaon,28.3846684,77.0220391,1641.0,3,2.0,,1,Semifurnished,Apartment,16000000.0,Gurgaon,U71419836
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,3,3.0,,6,Semifurnished,Apartment,43000000.0,Gurgaon,G69705532
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,2,2.0,,6,Semifurnished,Apartment,25000000.0,Gurgaon,I69445032
Sushant Lok Phase 2,28.464228,77.076724,1728.00000000017,2,2.0,,2,Semifurnished,Independent/Builder Floor,8200000.0,Gurgaon,J71732540
Sector 56 Gurgaon,28.4252244,77.0992377,2200.0,3,3.0,,1,Semifurnished,Apartment,17500000.0,Gurgaon,U71505698
Sector 76 Gurgaon,28.3910112,76.9900243,7911.47756261907,2,2.0,,6,Semifurnished,Apartment,4500000.0,Gurgaon,F71307000
Sector 55 Gurgaon,28.4274166,77.1097538,2400.0,4,4.0,,2,Semifurnished,Apartment,16000000.0,Gurgaon,Q71277636
Vigyan Vihar,28.6605415,77.3126204,2200.0,3,3.0,,2,Semifurnished,Apartment,19000000.0,Gurgaon,Z71236848
Sector 52 Gurgaon,28.4368166,77.0795276,2200.0,3,3.0,,2,Semifurnished,Apartment,18500000.0,Gurgaon,Z71236710
Sector 56 Gurgaon,28.4252244,77.0992377,2300.0,3,3.0,,2,Semifurnished,Apartment,17000000.0,Gurgaon,H71209286
Sector 56 Gurgaon,28.4252244,77.0992377,2300.0,3,3.0,,2,Semifurnished,Apartment,17500000.0,Gurgaon,C71089934
Sushant Lok Phase 3,28.464228,77.076724,1750.0,3,3.0,,2,Semifurnished,Apartment,13500000.0,Gurgaon,Y71082190
Sector 81 Gurgaon,28.3873647,76.9475835,566.61,2,2.0,,5,Semifurnished,Apartment,3340000.0,Gurgaon,C71048156
Gwal Pahari,28.4326344,77.1480585,1350.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,6600000.0,Gurgaon,M70992220
Gwal Pahari,28.4326344,77.1480585,1350.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,6900000.0,Gurgaon,V70991988
Sector 56 Gurgaon,28.4252244,77.0992377,1750.0,3,3.0,,2,Semifurnished,Apartment,15100000.0,Gurgaon,J70911548
Sector 55 Gurgaon,28.4274166,77.1097538,1800.0,3,3.0,,2,Semifurnished,Apartment,15800000.0,Gurgaon,X70911446
Sector 106 Gurgaon,28.5060806,76.9967796,845.0,2,2.0,,6,Semifurnished,Apartment,9000000.0,Gurgaon,V71335814
Sector 104 Gurgaon,28.4795324,76.9937197,2630.0,4,4.0,,1,Semifurnished,Apartment,26000000.0,Gurgaon,J70994806
Sector 81 Gurgaon,28.3873647,76.9475835,1210.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,9500000.0,Gurgaon,Z70884370
Sector 95 Gurgaon,28.4149443,76.9114892,1570.0,3,4.0,,1,Semifurnished,Apartment,19500000.0,Gurgaon,H70707094
Sector-33 Sohna,28.3241636,77.0848644,1411.0,3,3.0,,1,Semifurnished,Apartment,15500000.0,Gurgaon,C70619334
Sector-33 Sohna,28.3241636,77.0848644,1123.0,3,3.0,,6,Semifurnished,Apartment,22500000.0,Gurgaon,Q71350244
Sector-33 Sohna,28.3241636,77.0848644,911.0,3,3.0,,6,Semifurnished,Apartment,17000000.0,Gurgaon,E71349058
Sector-33 Sohna,28.3241636,77.0848644,1400.0,4,4.0,,1,Semifurnished,Apartment,27500000.0,Gurgaon,A71115662
Sector-33 Sohna,28.3241636,77.0848644,1173.0,3,3.0,,1,Semifurnished,Apartment,22000000.0,Gurgaon,J71115582
Sector-33 Sohna,28.3241636,77.0848644,911.0,3,3.0,,1,Semifurnished,Apartment,16500000.0,Gurgaon,K71115394
Sector 103 Gurgaon,28.493087,76.9866453,1250.0,2,2.0,,1,Semifurnished,Apartment,10100000.0,Gurgaon,K69069814
Sector 63 Gurgaon,28.3964476,77.086498,1850.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,45500000.0,Gurgaon,Y68733800
Sector 63 Gurgaon,28.3964476,77.086498,2239.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,54100000.0,Gurgaon,O68731632
Sector 63 Gurgaon,28.3964476,77.086498,2239.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,54000000.0,Gurgaon,B68731534
Sector 63 Gurgaon,28.3964476,77.086498,1677.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,40500000.0,Gurgaon,Y68731070
